timestamp,type,total
2025-03-25 15:11:00+00:00,card,0.99
2025-03-25 15:27:00+00:00,card,0.99
2025-03-25 15:44:00+00:00,card,0.99
2025-03-25 15:55:00+00:00,card,4.99
2025-03-25 16:14:00+00:00,card,0.0
2025-03-25 16:19:00+00:00,card,0.99
2025-03-25 16:31:00+00:00,card,0.99
2025-03-25 16:36:00+00:00,card,3.99
2025-03-25 16:49:00+00:00,card,4.99
2025-03-25 17:04:00+00:00,card,4.99
2025-03-25 17:24:00+00:00,card,0.99
2025-03-25 17:33:00+00:00,card,0.0
2025-03-25 17:42:00+00:00,card,4.99
2025-03-25 17:59:00+00:00,card,0.99
