timestamp,type,total
2025-03-25 15:10:00+00:00,card,8.2
2025-03-25 15:15:00+00:00,cash,8.9
2025-03-25 15:16:00+00:00,card,7
2025-03-25 15:20:00+00:00,card,7
2025-03-25 15:29:00+00:00,cash,8.7
2025-03-25 15:37:00+00:00,card,7
2025-03-25 15:38:00+00:00,cash,-8.6
2025-03-25 15:40:00+00:00,cash,7
2025-03-25 15:50:00+00:00,card,8.8
2025-03-25 15:56:00+00:00,cash,8.5
2025-03-25 15:58:00+00:00,card,7
2025-03-25 16:06:00+00:00,cash,8.2
2025-03-25 16:12:00+00:00,cash,0.00
2025-03-25 16:25:00+00:00,cash,9.0
2025-03-25 16:33:00+00:00,card,8.4
2025-03-25 16:41:00+00:00,cash,-7
2025-03-25 16:49:00+00:00,card,7
2025-03-25 17:02:00+00:00,cash,7
2025-03-25 17:08:00+00:00,card,8.6
2025-03-25 17:15:00+00:00,cash,7
2025-03-25 17:19:00+00:00,card,8.5
2025-03-25 17:22:00+00:00,cash,7
2025-03-25 17:27:00+00:00,cash,7
2025-03-25 17:31:00+00:00,card,8.5
2025-03-25 17:42:00+00:00,cash,7
2025-03-25 17:50:00+00:00,cash,7
2025-03-25 17:57:00+00:00,cash,7
