timestamp,type,total
2025-03-25 15:09:00+00:00,cash,-6.99
2025-03-25 15:14:00+00:00,cash,6.99
2025-03-25 15:18:00+00:00,cash,6.99
2025-03-25 15:24:00+00:00,cash,0
2025-03-25 15:32:00+00:00,cash,
2025-03-25 15:36:00+00:00,cash,5.99
2025-03-25 15:41:00+00:00,cash,5.99
2025-03-25 15:52:00+00:00,cash,6.99
2025-03-25 16:04:00+00:00,cash,4.99
2025-03-25 16:09:00+00:00,cash,4.99
2025-03-25 16:18:00+00:00,cash,4.99
2025-03-25 16:29:00+00:00,cash,4.99
2025-03-25 16:34:00+00:00,cash,599.0
2025-03-25 16:38:00+00:00,cash,-5.99
2025-03-25 16:48:00+00:00,cash,5.99
2025-03-25 16:56:00+00:00,cash,6.99
