timestamp,type,total
2025-03-25 18:05:00+00:00,card,8.6
2025-03-25 18:09:00+00:00,cash,8.1
2025-03-25 18:12:00+00:00,cash,9.0
2025-03-25 18:14:00+00:00,card,8.6
2025-03-25 18:17:00+00:00,cash,8.7
2025-03-25 18:22:00+00:00,card,
2025-03-25 18:27:00+00:00,cash,8.6
2025-03-25 18:29:00+00:00,card,8.2
2025-03-25 18:33:00+00:00,card,9.0
2025-03-25 18:38:00+00:00,card,7
2025-03-25 18:40:00+00:00,card,8.3
2025-03-25 18:43:00+00:00,cash,7
2025-03-25 18:48:00+00:00,card,8.5
2025-03-25 18:53:00+00:00,cash,8.8
2025-03-25 18:55:00+00:00,cash,7
2025-03-25 18:59:00+00:00,cash,8.9
2025-03-25 19:03:00+00:00,card,8.5
2025-03-25 19:05:00+00:00,card,8.9
2025-03-25 19:08:00+00:00,cash,7
2025-03-25 19:11:00+00:00,cash,8.1
2025-03-25 19:14:00+00:00,card,7
2025-03-25 19:17:00+00:00,cash,7
2025-03-25 19:17:00+00:00,cash,
2025-03-25 19:19:00+00:00,cash,8.8
2025-03-25 19:20:00+00:00,card,0.00
2025-03-25 19:23:00+00:00,cash,7
2025-03-25 19:24:00+00:00,card,8.5
2025-03-25 19:24:00+00:00,card,8.8
2025-03-25 19:24:00+00:00,card,8.7
2025-03-25 19:24:00+00:00,card,8.4
2025-03-25 19:24:00+00:00,card,8.9
2025-03-25 19:27:00+00:00,card,8.9
2025-03-25 19:28:00+00:00,card,NULL
2025-03-25 19:30:00+00:00,cash,7
2025-03-25 19:30:00+00:00,cash,7
2025-03-25 19:32:00+00:00,card,9.0
2025-03-25 19:34:00+00:00,card,8.8
2025-03-25 19:36:00+00:00,card,8.2
2025-03-25 19:36:00+00:00,card,8.6
2025-03-25 19:36:00+00:00,card,8.3
2025-03-25 19:38:00+00:00,cash,
2025-03-25 19:41:00+00:00,cash,0
2025-03-25 19:44:00+00:00,card,8.2
2025-03-25 19:47:00+00:00,card,7
2025-03-25 19:50:00+00:00,cash,8.9
2025-03-25 19:50:00+00:00,card,8.4
2025-03-25 19:53:00+00:00,card,-8.4
2025-03-25 19:54:00+00:00,card,8.6
2025-03-25 19:55:00+00:00,cash,7
2025-03-25 19:56:00+00:00,card,8.7
2025-03-25 19:58:00+00:00,card,ERR
2025-03-25 19:58:00+00:00,cash,8.5
2025-03-25 19:58:00+00:00,cash,8.4
2025-03-25 20:01:00+00:00,card,7
2025-03-25 20:05:00+00:00,cash,8.1
2025-03-25 20:06:00+00:00,cash,7
2025-03-25 20:10:00+00:00,card,7
2025-03-25 20:12:00+00:00,cash,8.9
2025-03-25 20:12:00+00:00,cash,8.5
2025-03-25 20:15:00+00:00,card,8.8
2025-03-25 20:19:00+00:00,card,8.6
2025-03-25 20:20:00+00:00,card,8.5
2025-03-25 20:21:00+00:00,cash,7
2025-03-25 20:21:00+00:00,cash,8.2
2025-03-25 20:23:00+00:00,cash,8.3
2025-03-25 20:25:00+00:00,cash,VOID
2025-03-25 20:27:00+00:00,cash,9.0
2025-03-25 20:27:00+00:00,cash,8.6
2025-03-25 20:29:00+00:00,cash,8.2
2025-03-25 20:29:00+00:00,card,7
2025-03-25 20:31:00+00:00,cash,700
2025-03-25 20:32:00+00:00,card,7
2025-03-25 20:34:00+00:00,cash,ERR
2025-03-25 20:38:00+00:00,cash,8.4
2025-03-25 20:41:00+00:00,cash,8.5
2025-03-25 20:41:00+00:00,cash,8.4
2025-03-25 20:44:00+00:00,card,7
2025-03-25 20:46:00+00:00,card,8.3
2025-03-25 20:46:00+00:00,card,-8.0
2025-03-25 20:48:00+00:00,card,8.2
2025-03-25 20:52:00+00:00,card,8.0
2025-03-25 20:53:00+00:00,cash,9.0
2025-03-25 20:54:00+00:00,cash,8.3
2025-03-25 20:57:00+00:00,cash,9.0
