timestamp,type,total
2025-03-26 09:04:00+00:00,cash,4.99
2025-03-26 09:11:00+00:00,cash,4.99
2025-03-26 09:21:00+00:00,cash,7.99
2025-03-26 09:30:00+00:00,card,2.99
2025-03-26 09:34:00+00:00,card,4.99
2025-03-26 09:41:00+00:00,cash,4.99
2025-03-26 09:50:00+00:00,card,499.0
2025-03-26 09:58:00+00:00,card,4.99
2025-03-26 10:05:00+00:00,cash,NULL
2025-03-26 10:09:00+00:00,card,12.99
2025-03-26 10:14:00+00:00,card,12.99
2025-03-26 10:19:00+00:00,cash,12.99
2025-03-26 10:27:00+00:00,card,2.99
2025-03-26 10:32:00+00:00,cash,2.99
2025-03-26 10:42:00+00:00,cash,blank
2025-03-26 10:51:00+00:00,card,7.99
2025-03-26 10:54:00+00:00,cash,4.99
2025-03-26 11:03:00+00:00,card,12.99
2025-03-26 11:03:00+00:00,card,NULL
2025-03-26 11:04:00+00:00,card,7.99
2025-03-26 11:05:00+00:00,card,1.99
2025-03-26 11:06:00+00:00,card,7.99
2025-03-26 11:06:00+00:00,card,2.99
2025-03-26 11:06:00+00:00,cash,7.99
2025-03-26 11:07:00+00:00,cash,2.99
2025-03-26 11:08:00+00:00,cash,2.99
2025-03-26 11:09:00+00:00,cash,2.99
2025-03-26 11:09:00+00:00,card,2.99
2025-03-26 11:10:00+00:00,cash,1.99
2025-03-26 11:11:00+00:00,card,2.99
2025-03-26 11:12:00+00:00,cash,7.99
2025-03-26 11:13:00+00:00,cash,4.99
2025-03-26 11:14:00+00:00,card,7.99
2025-03-26 11:14:00+00:00,cash,7.99
2025-03-26 11:15:00+00:00,cash,7.99
2025-03-26 11:15:00+00:00,card,
2025-03-26 11:15:00+00:00,cash,4.99
2025-03-26 11:15:00+00:00,card,4.99
2025-03-26 11:16:00+00:00,card,4.99
2025-03-26 11:17:00+00:00,cash,-2.99
2025-03-26 11:17:00+00:00,card,4.99
2025-03-26 11:17:00+00:00,card,4.99
2025-03-26 11:18:00+00:00,cash,ERR
2025-03-26 11:18:00+00:00,cash,7.99
2025-03-26 11:18:00+00:00,card,4.99
2025-03-26 11:18:00+00:00,cash,2.99
2025-03-26 11:19:00+00:00,card,7.99
2025-03-26 11:19:00+00:00,card,2.99
2025-03-26 11:19:00+00:00,cash,4.99
2025-03-26 11:20:00+00:00,cash,499.0
2025-03-26 11:20:00+00:00,cash,1.99
2025-03-26 11:21:00+00:00,card,
2025-03-26 11:21:00+00:00,cash,VOID
2025-03-26 11:22:00+00:00,cash,1.99
2025-03-26 11:23:00+00:00,card,7.99
2025-03-26 11:23:00+00:00,card,7.99
2025-03-26 11:23:00+00:00,card,2.99
2025-03-26 11:23:00+00:00,card,4.99
2025-03-26 11:23:00+00:00,card,12.99
2025-03-26 11:23:00+00:00,card,2.99
2025-03-26 11:23:00+00:00,card,4.99
2025-03-26 11:23:00+00:00,card,4.99
2025-03-26 11:24:00+00:00,cash,7.99
2025-03-26 11:25:00+00:00,cash,4.99
2025-03-26 11:25:00+00:00,cash,7.99
2025-03-26 11:25:00+00:00,cash,12.99
2025-03-26 11:26:00+00:00,cash,4.99
2025-03-26 11:27:00+00:00,card,1.99
