timestamp,type,total
2025-03-25 12:15:00+00:00,card,0.99
2025-03-25 12:33:00+00:00,card,0.99
2025-03-25 12:46:00+00:00,card,
2025-03-25 13:04:00+00:00,card,3.99
2025-03-25 13:09:00+00:00,card,3.99
2025-03-25 13:21:00+00:00,card,0.99
2025-03-25 13:29:00+00:00,card,0.99
2025-03-25 13:37:00+00:00,card,3.99
2025-03-25 13:49:00+00:00,card,ERR
2025-03-25 14:03:00+00:00,card,0.99
2025-03-25 14:07:00+00:00,card,4.99
2025-03-25 14:21:00+00:00,card,3.99
2025-03-25 14:32:00+00:00,card,3.99
2025-03-25 14:42:00+00:00,card,0.99
2025-03-25 14:55:00+00:00,card,NULL
