timestamp,type,total
2025-03-25 12:02:00+00:00,cash,6.99
2025-03-25 12:02:00+00:00,cash,6.99
2025-03-25 12:09:00+00:00,cash,5.99
2025-03-25 12:12:00+00:00,cash,blank
2025-03-25 12:13:00+00:00,cash,NULL
2025-03-25 12:13:00+00:00,cash,4.99
2025-03-25 12:15:00+00:00,cash,4.99
2025-03-25 12:15:00+00:00,cash,5.99
2025-03-25 12:17:00+00:00,cash,4.99
2025-03-25 12:17:00+00:00,cash,blank
2025-03-25 12:19:00+00:00,cash,6.99
2025-03-25 12:21:00+00:00,cash,6.99
2025-03-25 12:22:00+00:00,cash,5.99
2025-03-25 12:26:00+00:00,cash,5.99
2025-03-25 12:28:00+00:00,cash,5.99
2025-03-25 12:28:00+00:00,cash,4.99
2025-03-25 12:31:00+00:00,cash,blank
2025-03-25 12:32:00+00:00,cash,4.99
2025-03-25 12:33:00+00:00,cash,
2025-03-25 12:34:00+00:00,cash,6.99
2025-03-25 12:34:00+00:00,cash,5.99
2025-03-25 12:35:00+00:00,cash,5.99
2025-03-25 12:35:00+00:00,cash,5.99
2025-03-25 12:35:00+00:00,cash,6.99
2025-03-25 12:38:00+00:00,cash,blank
2025-03-25 12:40:00+00:00,cash,5.99
2025-03-25 12:42:00+00:00,cash,blank
2025-03-25 12:44:00+00:00,cash,4.99
2025-03-25 12:46:00+00:00,cash,4.99
2025-03-25 12:47:00+00:00,cash,6.99
2025-03-25 12:47:00+00:00,cash,5.99
2025-03-25 12:48:00+00:00,cash,
2025-03-25 12:59:00+00:00,cash,5.99
2025-03-25 12:59:00+00:00,cash,6.99
2025-03-25 13:00:00+00:00,cash,5.99
2025-03-25 13:00:00+00:00,cash,5.99
2025-03-25 13:01:00+00:00,cash,ERR
2025-03-25 13:01:00+00:00,cash,5.99
2025-03-25 13:02:00+00:00,cash,6.99
2025-03-25 13:03:00+00:00,cash,6.99
2025-03-25 13:08:00+00:00,cash,5.99
2025-03-25 13:08:00+00:00,cash,5.99
2025-03-25 13:09:00+00:00,cash,5.99
2025-03-25 13:10:00+00:00,cash,4.99
2025-03-25 13:11:00+00:00,cash,5.99
2025-03-25 13:12:00+00:00,cash,5.99
2025-03-25 13:12:00+00:00,cash,6.99
2025-03-25 13:13:00+00:00,cash,4.99
2025-03-25 13:14:00+00:00,cash,5.99
2025-03-25 13:14:00+00:00,cash,4.99
2025-03-25 13:15:00+00:00,cash,5.99
2025-03-25 13:16:00+00:00,cash,4.99
2025-03-25 13:16:00+00:00,cash,6.99
2025-03-25 13:17:00+00:00,cash,5.99
2025-03-25 13:19:00+00:00,cash,4.99
2025-03-25 13:20:00+00:00,cash,6.99
2025-03-25 13:20:00+00:00,cash,6.99
2025-03-25 13:20:00+00:00,cash,4.99
2025-03-25 13:20:00+00:00,cash,4.99
2025-03-25 13:20:00+00:00,cash,6.99
2025-03-25 13:20:00+00:00,cash,4.99
2025-03-25 13:20:00+00:00,cash,5.99
2025-03-25 13:20:00+00:00,cash,5.99
2025-03-25 13:21:00+00:00,cash,6.99
2025-03-25 13:21:00+00:00,cash,5.99
2025-03-25 13:23:00+00:00,cash,-5.99
2025-03-25 13:24:00+00:00,cash,5.99
2025-03-25 13:25:00+00:00,cash,699.0
2025-03-25 13:26:00+00:00,cash,NULL
2025-03-25 13:27:00+00:00,cash,6.99
2025-03-25 13:27:00+00:00,cash,0.00
2025-03-25 13:29:00+00:00,cash,4.99
2025-03-25 13:29:00+00:00,cash,-5.99
2025-03-25 13:30:00+00:00,cash,6.99
2025-03-25 13:31:00+00:00,cash,6.99
2025-03-25 13:32:00+00:00,cash,5.99
2025-03-25 13:33:00+00:00,cash,ERR
2025-03-25 13:34:00+00:00,cash,5.99
2025-03-25 13:35:00+00:00,cash,499.0
2025-03-25 13:36:00+00:00,cash,4.99
2025-03-25 13:36:00+00:00,cash,6.99
2025-03-25 13:39:00+00:00,cash,5.99
2025-03-25 13:41:00+00:00,cash,ERR
2025-03-25 13:41:00+00:00,cash,6.99
2025-03-25 13:41:00+00:00,cash,6.99
2025-03-25 13:41:00+00:00,cash,6.99
2025-03-25 13:41:00+00:00,cash,5.99
2025-03-25 13:41:00+00:00,cash,6.99
2025-03-25 13:41:00+00:00,cash,4.99
2025-03-25 13:41:00+00:00,cash,6.99
2025-03-25 13:42:00+00:00,cash,ERR
2025-03-25 13:45:00+00:00,cash,5.99
2025-03-25 13:46:00+00:00,cash,5.99
2025-03-25 13:47:00+00:00,cash,4.99
2025-03-25 13:47:00+00:00,cash,6.99
2025-03-25 13:47:00+00:00,cash,5.99
2025-03-25 13:48:00+00:00,cash,
2025-03-25 13:48:00+00:00,cash,6.99
2025-03-25 13:48:00+00:00,cash,5.99
2025-03-25 13:48:00+00:00,cash,5.99
2025-03-25 13:48:00+00:00,cash,4.99
2025-03-25 13:48:00+00:00,cash,5.99
2025-03-25 13:49:00+00:00,cash,6.99
2025-03-25 13:50:00+00:00,cash,4.99
2025-03-25 13:51:00+00:00,cash,-5.99
2025-03-25 13:53:00+00:00,cash,ERR
2025-03-25 13:54:00+00:00,cash,5.99
2025-03-25 13:55:00+00:00,cash,5.99
2025-03-25 13:57:00+00:00,cash,blank
2025-03-25 14:00:00+00:00,cash,6.99
2025-03-25 14:03:00+00:00,cash,6.99
2025-03-25 14:08:00+00:00,cash,599.0
2025-03-25 14:09:00+00:00,cash,5.99
2025-03-25 14:13:00+00:00,cash,599.0
2025-03-25 14:14:00+00:00,cash,5.99
2025-03-25 14:17:00+00:00,cash,5.99
2025-03-25 14:18:00+00:00,cash,4.99
2025-03-25 14:20:00+00:00,cash,6.99
2025-03-25 14:23:00+00:00,cash,6.99
2025-03-25 14:24:00+00:00,cash,5.99
2025-03-25 14:25:00+00:00,cash,5.99
2025-03-25 14:26:00+00:00,cash,
2025-03-25 14:27:00+00:00,cash,5.99
2025-03-25 14:29:00+00:00,cash,4.99
2025-03-25 14:31:00+00:00,cash,4.99
2025-03-25 14:33:00+00:00,cash,4.99
2025-03-25 14:36:00+00:00,cash,5.99
2025-03-25 14:41:00+00:00,cash,ERR
2025-03-25 14:43:00+00:00,cash,4.99
2025-03-25 14:45:00+00:00,cash,5.99
2025-03-25 14:47:00+00:00,cash,5.99
2025-03-25 14:49:00+00:00,cash,4.99
2025-03-25 14:51:00+00:00,cash,5.99
2025-03-25 14:54:00+00:00,cash,5.99
2025-03-25 14:56:00+00:00,cash,5.99
2025-03-25 14:58:00+00:00,cash,599.0
