timestamp,type,total
2025-03-25 12:02:00+00:00,cash,4.99
2025-03-25 12:04:00+00:00,card,12.99
2025-03-25 12:05:00+00:00,card,4.99
2025-03-25 12:05:00+00:00,card,2.99
2025-03-25 12:06:00+00:00,card,2.99
2025-03-25 12:06:00+00:00,card,4.99
2025-03-25 12:07:00+00:00,card,ERR
2025-03-25 12:09:00+00:00,cash,blank
2025-03-25 12:11:00+00:00,cash,4.99
2025-03-25 12:13:00+00:00,cash,7.99
2025-03-25 12:15:00+00:00,cash,7.99
2025-03-25 12:16:00+00:00,card,4.99
2025-03-25 12:16:00+00:00,card,7.99
2025-03-25 12:17:00+00:00,card,4.99
2025-03-25 12:17:00+00:00,card,2.99
2025-03-25 12:18:00+00:00,card,12.99
2025-03-25 12:18:00+00:00,cash,7.99
2025-03-25 12:20:00+00:00,card,7.99
2025-03-25 12:22:00+00:00,cash,499.0
2025-03-25 12:24:00+00:00,card,7.99
2025-03-25 12:25:00+00:00,card,7.99
2025-03-25 12:27:00+00:00,cash,7.99
2025-03-25 12:29:00+00:00,card,2.99
2025-03-25 12:31:00+00:00,card,NULL
2025-03-25 12:31:00+00:00,card,12.99
2025-03-25 12:31:00+00:00,card,2.99
2025-03-25 12:31:00+00:00,card,4.99
2025-03-25 12:32:00+00:00,card,0
2025-03-25 12:33:00+00:00,card,1.99
2025-03-25 12:35:00+00:00,cash,4.99
2025-03-25 12:37:00+00:00,card,4.99
2025-03-25 12:39:00+00:00,card,4.99
2025-03-25 12:41:00+00:00,card,7.99
2025-03-25 12:43:00+00:00,card,2.99
2025-03-25 12:43:00+00:00,card,2.99
2025-03-25 12:43:00+00:00,cash,2.99
2025-03-25 12:43:00+00:00,cash,2.99
2025-03-25 12:44:00+00:00,card,1.99
2025-03-25 12:45:00+00:00,card,
2025-03-25 12:46:00+00:00,cash,12.99
2025-03-25 12:48:00+00:00,cash,7.99
2025-03-25 12:49:00+00:00,card,4.99
2025-03-25 12:50:00+00:00,card,2.99
2025-03-25 12:52:00+00:00,card,7.99
2025-03-25 12:54:00+00:00,card,4.99
2025-03-25 12:56:00+00:00,card,ERR
2025-03-25 12:58:00+00:00,cash,2.99
2025-03-25 12:59:00+00:00,card,4.99
2025-03-25 13:00:00+00:00,card,4.99
2025-03-25 13:03:00+00:00,cash,7.99
2025-03-25 13:06:00+00:00,card,4.99
2025-03-25 13:09:00+00:00,card,7.99
2025-03-25 13:13:00+00:00,cash,4.99
2025-03-25 13:16:00+00:00,card,NULL
2025-03-25 13:17:00+00:00,card,2.99
2025-03-25 13:18:00+00:00,card,2.99
2025-03-25 13:21:00+00:00,card,4.99
2025-03-25 13:22:00+00:00,card,12.99
2025-03-25 13:26:00+00:00,cash,7.99
2025-03-25 13:27:00+00:00,card,2.99
2025-03-25 13:30:00+00:00,cash,7.99
2025-03-25 13:32:00+00:00,cash,2.99
2025-03-25 13:35:00+00:00,cash,7.99
2025-03-25 13:36:00+00:00,cash,VOID
2025-03-25 13:38:00+00:00,card,4.99
2025-03-25 13:39:00+00:00,card,2.99
2025-03-25 13:40:00+00:00,card,4.99
2025-03-25 13:42:00+00:00,card,799.0
2025-03-25 13:45:00+00:00,cash,VOID
2025-03-25 13:46:00+00:00,cash,2.99
2025-03-25 13:47:00+00:00,card,1.99
2025-03-25 13:48:00+00:00,card,1.99
2025-03-25 13:49:00+00:00,cash,4.99
2025-03-25 13:50:00+00:00,cash,1.99
2025-03-25 13:53:00+00:00,card,4.99
2025-03-25 13:55:00+00:00,cash,199.0
2025-03-25 13:59:00+00:00,card,7.99
2025-03-25 14:02:00+00:00,cash,7.99
2025-03-25 14:08:00+00:00,card,1.99
2025-03-25 14:16:00+00:00,card,4.99
2025-03-25 14:23:00+00:00,card,1.99
2025-03-25 14:27:00+00:00,card,4.99
2025-03-25 14:37:00+00:00,cash,4.99
2025-03-25 14:45:00+00:00,cash,7.99
2025-03-25 14:53:00+00:00,card,499.0
2025-03-25 14:59:00+00:00,cash,2.99
