timestamp,type,total,truck_id
2025-03-24 12:05:00,card,5.0,5
2025-03-24 12:08:00,cash,5.0,5
2025-03-24 12:13:00,card,8.2,5
2025-03-24 12:17:00,cash,5.0,5
2025-03-24 12:24:00,cash,11.0,5
2025-03-24 12:28:00,cash,5.0,5
2025-03-24 12:34:00,cash,10.8,5
2025-03-24 12:38:00,card,5.0,5
2025-03-24 12:43:00,cash,10.1,5
2025-03-24 12:46:00,cash,5.0,5
2025-03-24 12:56:00,card,5.0,5
2025-03-24 13:00:00,card,5.0,5
2025-03-24 13:06:00,card,5.0,5
2025-03-24 13:09:00,card,5.0,5
2025-03-24 13:13:00,card,5.0,5
2025-03-24 13:16:00,cash,5.0,5
2025-03-24 13:24:00,card,5.0,5
2025-03-24 13:27:00,cash,5.0,5
2025-03-24 13:29:00,cash,5.0,5
2025-03-24 13:33:00,cash,5.0,5
2025-03-24 13:36:00,cash,5.0,5
2025-03-24 13:38:00,cash,5.0,5
2025-03-24 13:41:00,cash,5.0,5
2025-03-24 13:44:00,cash,5.0,5
2025-03-24 13:47:00,cash,5.0,5
2025-03-24 13:51:00,cash,5.0,5
2025-03-24 13:54:00,card,5.0,5
2025-03-24 14:00:00,card,5.0,5
2025-03-24 14:01:00,card,8.3,5
2025-03-24 14:02:00,cash,5.0,5
2025-03-24 14:03:00,card,5.0,5
2025-03-24 14:04:00,cash,5.0,5
2025-03-24 14:04:00,cash,5.0,5
2025-03-24 14:04:00,card,5.0,5
2025-03-24 14:06:00,card,5.0,5
2025-03-24 14:07:00,cash,5.0,5
2025-03-24 14:08:00,cash,5.0,5
2025-03-24 14:08:00,card,5.0,5
2025-03-24 14:08:00,cash,5.0,5
2025-03-24 14:09:00,cash,5.0,5
2025-03-24 14:10:00,cash,5.0,5
2025-03-24 14:10:00,cash,5.0,5
2025-03-24 14:10:00,card,5.0,5
2025-03-24 14:10:00,card,5.0,5
2025-03-24 14:11:00,card,5.0,5
2025-03-24 14:12:00,card,5.0,5
2025-03-24 14:13:00,card,5.0,5
2025-03-24 14:13:00,card,8.5,5
2025-03-24 14:14:00,card,5.0,5
2025-03-24 14:15:00,cash,5.0,5
2025-03-24 14:15:00,cash,5.0,5
2025-03-24 14:15:00,cash,5.0,5
2025-03-24 14:15:00,card,5.0,5
2025-03-24 14:15:00,card,5.0,5
2025-03-24 14:15:00,card,5.0,5
2025-03-24 14:16:00,card,5.0,5
2025-03-24 14:16:00,card,5.0,5
2025-03-24 14:16:00,card,5.0,5
2025-03-24 14:17:00,cash,5.0,5
2025-03-24 14:18:00,cash,5.0,5
2025-03-24 14:19:00,cash,5.0,5
2025-03-24 14:20:00,card,5.0,5
2025-03-24 14:21:00,cash,5.0,5
2025-03-24 14:22:00,card,5.0,5
2025-03-24 14:23:00,cash,5.0,5
2025-03-24 14:24:00,cash,5.0,5
2025-03-24 14:24:00,cash,5.0,5
2025-03-24 14:24:00,cash,5.0,5
2025-03-24 14:25:00,cash,5.0,5
2025-03-24 14:26:00,card,5.0,5
2025-03-24 14:28:00,card,5.0,5
2025-03-24 14:29:00,card,10.9,5
2025-03-24 14:30:00,card,5.0,5
2025-03-24 14:30:00,cash,5.0,5
2025-03-24 14:31:00,card,5.0,5
2025-03-24 14:32:00,cash,5.0,5
2025-03-24 14:33:00,cash,5.0,5
2025-03-24 14:33:00,card,5.0,5
2025-03-24 14:33:00,card,5.0,5
2025-03-24 14:34:00,cash,5.0,5
2025-03-24 14:34:00,cash,9.4,5
2025-03-24 14:34:00,cash,5.0,5
