timestamp,type,total
2025-03-24 12:16:00+00:00,card,0.99
2025-03-24 12:35:00+00:00,card,0.00
2025-03-24 12:41:00+00:00,card,0.99
2025-03-24 12:50:00+00:00,card,0.99
2025-03-24 13:08:00+00:00,card,0.99
2025-03-24 13:11:00+00:00,card,3.99
2025-03-24 13:25:00+00:00,cash,-3.99
2025-03-24 13:32:00+00:00,card,0.99
2025-03-24 13:43:00+00:00,card,NULL
2025-03-24 13:49:00+00:00,card,0.99
2025-03-24 13:59:00+00:00,card,0.99
2025-03-24 14:02:00+00:00,card,0.99
2025-03-24 14:16:00+00:00,card,0.99
2025-03-24 14:24:00+00:00,card,0
2025-03-24 14:31:00+00:00,card,3.99
2025-03-24 14:52:00+00:00,card,-0.99
