timestamp,type,total
2025-03-24 12:02:00+00:00,cash,7
2025-03-24 12:03:00+00:00,card,700
2025-03-24 12:05:00+00:00,cash,7
2025-03-24 12:05:00+00:00,card,7
2025-03-24 12:07:00+00:00,cash,7
2025-03-24 12:09:00+00:00,cash,7
2025-03-24 12:09:00+00:00,card,8.5
2025-03-24 12:11:00+00:00,card,10.6
2025-03-24 12:11:00+00:00,card,7
2025-03-24 12:12:00+00:00,cash,7
2025-03-24 12:14:00+00:00,card,
2025-03-24 12:16:00+00:00,cash,8.9
2025-03-24 12:18:00+00:00,cash,7
2025-03-24 12:19:00+00:00,card,NULL
2025-03-24 12:21:00+00:00,card,NULL
2025-03-24 12:22:00+00:00,cash,7
2025-03-24 12:24:00+00:00,cash,10.0
2025-03-24 12:26:00+00:00,cash,7
2025-03-24 12:27:00+00:00,card,7
2025-03-24 12:28:00+00:00,card,8.5
2025-03-24 12:30:00+00:00,cash,0
2025-03-24 12:32:00+00:00,card,7
2025-03-24 12:34:00+00:00,cash,7
2025-03-24 12:36:00+00:00,card,-8.3
2025-03-24 12:36:00+00:00,card,7
2025-03-24 12:36:00+00:00,card,7
2025-03-24 12:38:00+00:00,card,7
2025-03-24 12:40:00+00:00,card,7
2025-03-24 12:41:00+00:00,cash,7
2025-03-24 12:41:00+00:00,card,7
2025-03-24 12:43:00+00:00,cash,7
2025-03-24 12:44:00+00:00,cash,8.1
2025-03-24 12:46:00+00:00,cash,7
2025-03-24 12:46:00+00:00,card,8.8
2025-03-24 12:48:00+00:00,card,7
2025-03-24 12:50:00+00:00,cash,7
2025-03-24 12:52:00+00:00,card,7
2025-03-24 12:52:00+00:00,cash,7
2025-03-24 12:52:00+00:00,cash,8.1
2025-03-24 12:53:00+00:00,card,7
2025-03-24 12:55:00+00:00,cash,-7
2025-03-24 12:55:00+00:00,card,-8.5
2025-03-24 12:57:00+00:00,cash,7
2025-03-24 12:58:00+00:00,cash,7
2025-03-24 12:59:00+00:00,cash,7
2025-03-24 13:01:00+00:00,cash,7
2025-03-24 13:01:00+00:00,cash,7
2025-03-24 13:01:00+00:00,card,7
2025-03-24 13:02:00+00:00,card,
2025-03-24 13:03:00+00:00,card,7
2025-03-24 13:03:00+00:00,card,7
2025-03-24 13:03:00+00:00,cash,7
2025-03-24 13:04:00+00:00,cash,700
2025-03-24 13:04:00+00:00,cash,7
2025-03-24 13:05:00+00:00,card,-9.6
2025-03-24 13:05:00+00:00,card,7
2025-03-24 13:05:00+00:00,cash,7
2025-03-24 13:06:00+00:00,card,10.6
2025-03-24 13:06:00+00:00,cash,7
2025-03-24 13:07:00+00:00,card,7
2025-03-24 13:08:00+00:00,card,7
2025-03-24 13:09:00+00:00,card,7
2025-03-24 13:09:00+00:00,card,7
2025-03-24 13:09:00+00:00,cash,0.00
2025-03-24 13:10:00+00:00,cash,7
2025-03-24 13:11:00+00:00,card,7
2025-03-24 13:12:00+00:00,cash,7
2025-03-24 13:13:00+00:00,cash,7
2025-03-24 13:13:00+00:00,card,8.3
2025-03-24 13:14:00+00:00,cash,7
2025-03-24 13:15:00+00:00,card,8.6
2025-03-24 13:15:00+00:00,cash,7
2025-03-24 13:16:00+00:00,card,7
2025-03-24 13:16:00+00:00,card,7
2025-03-24 13:16:00+00:00,card,7
2025-03-24 13:17:00+00:00,card,9.9
2025-03-24 13:17:00+00:00,cash,7
2025-03-24 13:18:00+00:00,card,7
2025-03-24 13:19:00+00:00,cash,0.00
2025-03-24 13:20:00+00:00,card,7
2025-03-24 13:20:00+00:00,cash,9.7
2025-03-24 13:20:00+00:00,card,7
2025-03-24 13:21:00+00:00,card,7
2025-03-24 13:21:00+00:00,cash,7
2025-03-24 13:22:00+00:00,card,9.5
2025-03-24 13:22:00+00:00,cash,ERR
2025-03-24 13:22:00+00:00,card,8.9
2025-03-24 13:22:00+00:00,cash,7
2025-03-24 13:22:00+00:00,card,7
2025-03-24 13:23:00+00:00,card,7
2025-03-24 13:24:00+00:00,cash,8.3
2025-03-24 13:24:00+00:00,cash,9.8
2025-03-24 13:25:00+00:00,cash,
2025-03-24 13:26:00+00:00,cash,7
2025-03-24 13:26:00+00:00,card,7
2025-03-24 13:27:00+00:00,card,10.6
2025-03-24 13:27:00+00:00,cash,7
2025-03-24 13:27:00+00:00,card,10.5
2025-03-24 13:27:00+00:00,cash,7
2025-03-24 13:28:00+00:00,cash,7
2025-03-24 13:29:00+00:00,card,7
2025-03-24 13:29:00+00:00,card,7
2025-03-24 13:30:00+00:00,card,-7
2025-03-24 13:31:00+00:00,card,7
2025-03-24 13:32:00+00:00,card,7
2025-03-24 13:32:00+00:00,cash,7
2025-03-24 13:32:00+00:00,card,7
2025-03-24 13:33:00+00:00,card,10.5
2025-03-24 13:33:00+00:00,card,7
2025-03-24 13:34:00+00:00,card,VOID
2025-03-24 13:35:00+00:00,cash,7
2025-03-24 13:36:00+00:00,card,8.0
2025-03-24 13:37:00+00:00,cash,9.2
2025-03-24 13:38:00+00:00,cash,7
2025-03-24 13:39:00+00:00,cash,9.2
2025-03-24 13:39:00+00:00,cash,9.0
2025-03-24 13:40:00+00:00,cash,10.8
2025-03-24 13:40:00+00:00,card,7
2025-03-24 13:40:00+00:00,card,7
2025-03-24 13:40:00+00:00,card,NULL
2025-03-24 13:40:00+00:00,cash,7
2025-03-24 13:40:00+00:00,card,8.2
2025-03-24 13:40:00+00:00,cash,7
2025-03-24 13:41:00+00:00,card,7
2025-03-24 13:41:00+00:00,cash,7
2025-03-24 13:42:00+00:00,card,9.4
2025-03-24 13:43:00+00:00,cash,7
2025-03-24 13:44:00+00:00,card,8.6
2025-03-24 13:44:00+00:00,card,700
2025-03-24 13:45:00+00:00,cash,NULL
2025-03-24 13:46:00+00:00,cash,7
2025-03-24 13:46:00+00:00,cash,7
