timestamp,type,total
2025-03-24 12:00:00+00:00,cash,5.99
2025-03-24 12:02:00+00:00,cash,5.99
2025-03-24 12:02:00+00:00,cash,-4.99
2025-03-24 12:02:00+00:00,cash,6.99
2025-03-24 12:05:00+00:00,cash,6.99
2025-03-24 12:08:00+00:00,cash,5.99
2025-03-24 12:11:00+00:00,cash,5.99
2025-03-24 12:12:00+00:00,cash,4.99
2025-03-24 12:12:00+00:00,cash,5.99
2025-03-24 12:12:00+00:00,cash,NULL
2025-03-24 12:12:00+00:00,cash,4.99
2025-03-24 12:14:00+00:00,cash,6.99
2025-03-24 12:16:00+00:00,cash,5.99
2025-03-24 12:19:00+00:00,cash,4.99
2025-03-24 12:22:00+00:00,cash,5.99
2025-03-24 12:24:00+00:00,cash,5.99
2025-03-24 12:27:00+00:00,cash,5.99
2025-03-24 12:28:00+00:00,cash,5.99
2025-03-24 12:28:00+00:00,cash,5.99
2025-03-24 12:32:00+00:00,cash,5.99
2025-03-24 12:34:00+00:00,cash,5.99
2025-03-24 12:35:00+00:00,cash,6.99
2025-03-24 12:37:00+00:00,cash,4.99
2025-03-24 12:38:00+00:00,cash,6.99
2025-03-24 12:38:00+00:00,cash,4.99
2025-03-24 12:38:00+00:00,cash,6.99
2025-03-24 12:40:00+00:00,cash,4.99
2025-03-24 12:43:00+00:00,cash,6.99
2025-03-24 12:43:00+00:00,cash,6.99
2025-03-24 12:44:00+00:00,cash,5.99
2025-03-24 12:47:00+00:00,cash,5.99
2025-03-24 12:49:00+00:00,cash,4.99
2025-03-24 12:50:00+00:00,cash,5.99
2025-03-24 12:53:00+00:00,cash,5.99
2025-03-24 12:53:00+00:00,cash,4.99
2025-03-24 12:53:00+00:00,cash,6.99
2025-03-24 12:53:00+00:00,cash,5.99
2025-03-24 12:54:00+00:00,cash,4.99
2025-03-24 12:56:00+00:00,cash,5.99
2025-03-24 12:58:00+00:00,cash,4.99
2025-03-24 12:59:00+00:00,cash,5.99
2025-03-24 12:59:00+00:00,cash,4.99
2025-03-24 13:02:00+00:00,cash,NULL
2025-03-24 13:02:00+00:00,cash,6.99
2025-03-24 13:02:00+00:00,cash,5.99
2025-03-24 13:03:00+00:00,cash,5.99
2025-03-24 13:06:00+00:00,cash,5.99
2025-03-24 13:07:00+00:00,cash,5.99
2025-03-24 13:08:00+00:00,cash,VOID
2025-03-24 13:10:00+00:00,cash,4.99
2025-03-24 13:11:00+00:00,cash,5.99
2025-03-24 13:12:00+00:00,cash,6.99
2025-03-24 13:13:00+00:00,cash,5.99
2025-03-24 13:15:00+00:00,cash,4.99
2025-03-24 13:16:00+00:00,cash,5.99
