timestamp,type,total
2025-03-24 12:00:00+00:00,card,7.99
2025-03-24 12:01:00+00:00,card,7.99
2025-03-24 12:01:00+00:00,cash,4.99
2025-03-24 12:02:00+00:00,card,7.99
2025-03-24 12:04:00+00:00,cash,
2025-03-24 12:05:00+00:00,card,-2.99
2025-03-24 12:05:00+00:00,cash,2.99
2025-03-24 12:07:00+00:00,cash,7.99
2025-03-24 12:08:00+00:00,cash,7.99
2025-03-24 12:09:00+00:00,card,12.99
2025-03-24 12:09:00+00:00,card,2.99
2025-03-24 12:11:00+00:00,cash,7.99
2025-03-24 12:11:00+00:00,cash,4.99
2025-03-24 12:13:00+00:00,cash,2.99
2025-03-24 12:15:00+00:00,cash,4.99
2025-03-24 12:15:00+00:00,cash,4.99
2025-03-24 12:15:00+00:00,card,4.99
2025-03-24 12:17:00+00:00,cash,VOID
2025-03-24 12:17:00+00:00,card,1.99
2025-03-24 12:17:00+00:00,card,7.99
2025-03-24 12:18:00+00:00,cash,0.00
2025-03-24 12:20:00+00:00,cash,7.99
2025-03-24 12:21:00+00:00,cash,1.99
2025-03-24 12:21:00+00:00,cash,4.99
2025-03-24 12:23:00+00:00,card,VOID
2025-03-24 12:24:00+00:00,card,12.99
2025-03-24 12:26:00+00:00,card,4.99
2025-03-24 12:28:00+00:00,cash,12.99
2025-03-24 12:28:00+00:00,cash,1.99
2025-03-24 12:30:00+00:00,card,4.99
2025-03-24 12:30:00+00:00,cash,7.99
2025-03-24 12:31:00+00:00,cash,1.99
2025-03-24 12:31:00+00:00,cash,7.99
2025-03-24 12:33:00+00:00,card,12.99
2025-03-24 12:35:00+00:00,cash,2.99
2025-03-24 12:36:00+00:00,card,7.99
2025-03-24 12:37:00+00:00,card,NULL
2025-03-24 12:37:00+00:00,card,
2025-03-24 12:37:00+00:00,cash,2.99
2025-03-24 12:39:00+00:00,cash,4.99
2025-03-24 12:41:00+00:00,cash,4.99
2025-03-24 12:43:00+00:00,cash,4.99
2025-03-24 12:44:00+00:00,card,-7.99
2025-03-24 12:46:00+00:00,cash,1.99
2025-03-24 12:46:00+00:00,card,2.99
2025-03-24 12:46:00+00:00,cash,ERR
2025-03-24 12:47:00+00:00,cash,blank
2025-03-24 12:47:00+00:00,card,12.99
2025-03-24 12:47:00+00:00,card,7.99
2025-03-24 12:49:00+00:00,cash,12.99
2025-03-24 12:49:00+00:00,card,4.99
2025-03-24 12:49:00+00:00,cash,4.99
2025-03-24 12:50:00+00:00,card,7.99
2025-03-24 12:51:00+00:00,cash,4.99
2025-03-24 12:52:00+00:00,cash,7.99
2025-03-24 12:52:00+00:00,card,
2025-03-24 12:54:00+00:00,cash,12.99
2025-03-24 12:55:00+00:00,cash,2.99
2025-03-24 12:56:00+00:00,card,7.99
2025-03-24 12:56:00+00:00,cash,4.99
2025-03-24 12:57:00+00:00,card,7.99
2025-03-24 12:59:00+00:00,cash,7.99
2025-03-24 12:59:00+00:00,cash,2.99
2025-03-24 13:01:00+00:00,card,7.99
2025-03-24 13:04:00+00:00,cash,7.99
2025-03-24 13:05:00+00:00,cash,4.99
2025-03-24 13:07:00+00:00,card,-4.99
2025-03-24 13:11:00+00:00,card,499.0
2025-03-24 13:12:00+00:00,card,2.99
2025-03-24 13:13:00+00:00,card,2.99
2025-03-24 13:17:00+00:00,cash,7.99
2025-03-24 13:20:00+00:00,card,4.99
2025-03-24 13:24:00+00:00,cash,-4.99
2025-03-24 13:26:00+00:00,cash,12.99
2025-03-24 13:30:00+00:00,cash,4.99
2025-03-24 13:33:00+00:00,card,2.99
2025-03-24 13:34:00+00:00,card,4.99
2025-03-24 13:38:00+00:00,cash,blank
2025-03-24 13:40:00+00:00,cash,2.99
2025-03-24 13:43:00+00:00,cash,7.99
2025-03-24 13:46:00+00:00,cash,7.99
2025-03-24 13:48:00+00:00,cash,7.99
2025-03-24 13:50:00+00:00,card,12.99
2025-03-24 13:53:00+00:00,cash,7.99
2025-03-24 13:57:00+00:00,cash,4.99
2025-03-24 14:01:00+00:00,cash,1.99
2025-03-24 14:07:00+00:00,cash,7.99
2025-03-24 14:15:00+00:00,card,2.99
2025-03-24 14:23:00+00:00,card,12.99
2025-03-24 14:28:00+00:00,cash,7.99
2025-03-24 14:34:00+00:00,card,4.99
2025-03-24 14:40:00+00:00,cash,4.99
2025-03-24 14:45:00+00:00,card,1.99
2025-03-24 14:51:00+00:00,cash,12.99
2025-03-24 14:55:00+00:00,card,4.99
