timestamp,type,total
2025-03-24 12:05:00+00:00,card,5
2025-03-24 12:08:00+00:00,cash,5
2025-03-24 12:13:00+00:00,card,8.2
2025-03-24 12:17:00+00:00,cash,5
2025-03-24 12:21:00+00:00,card,blank
2025-03-24 12:24:00+00:00,cash,11.0
2025-03-24 12:28:00+00:00,cash,5
2025-03-24 12:31:00+00:00,card,0
2025-03-24 12:34:00+00:00,cash,10.8
2025-03-24 12:38:00+00:00,card,5
2025-03-24 12:43:00+00:00,cash,10.1
2025-03-24 12:46:00+00:00,cash,5
2025-03-24 12:51:00+00:00,card,VOID
2025-03-24 12:56:00+00:00,card,5
2025-03-24 13:00:00+00:00,card,5
2025-03-24 13:04:00+00:00,card,0
2025-03-24 13:06:00+00:00,card,5
2025-03-24 13:09:00+00:00,card,5
2025-03-24 13:13:00+00:00,card,5
2025-03-24 13:16:00+00:00,cash,5
2025-03-24 13:20:00+00:00,cash,ERR
2025-03-24 13:24:00+00:00,card,5
2025-03-24 13:27:00+00:00,cash,5
2025-03-24 13:29:00+00:00,cash,5
2025-03-24 13:33:00+00:00,cash,5
2025-03-24 13:36:00+00:00,cash,5
2025-03-24 13:38:00+00:00,cash,5
2025-03-24 13:41:00+00:00,cash,5
2025-03-24 13:44:00+00:00,cash,5
2025-03-24 13:47:00+00:00,cash,5
2025-03-24 13:51:00+00:00,cash,5
2025-03-24 13:54:00+00:00,card,5
2025-03-24 13:56:00+00:00,card,-5
2025-03-24 14:00:00+00:00,card,5
2025-03-24 14:01:00+00:00,card,8.3
2025-03-24 14:02:00+00:00,cash,5
2025-03-24 14:03:00+00:00,card,5
2025-03-24 14:04:00+00:00,cash,5
2025-03-24 14:04:00+00:00,cash,5
2025-03-24 14:04:00+00:00,card,5
2025-03-24 14:05:00+00:00,card,500
2025-03-24 14:06:00+00:00,card,5
2025-03-24 14:07:00+00:00,cash,5
2025-03-24 14:08:00+00:00,cash,5
2025-03-24 14:08:00+00:00,card,5
2025-03-24 14:08:00+00:00,cash,5
2025-03-24 14:09:00+00:00,cash,5
2025-03-24 14:10:00+00:00,cash,5
2025-03-24 14:10:00+00:00,cash,5
2025-03-24 14:10:00+00:00,card,5
2025-03-24 14:10:00+00:00,card,5
2025-03-24 14:11:00+00:00,card,5
2025-03-24 14:12:00+00:00,card,5
2025-03-24 14:13:00+00:00,card,5
2025-03-24 14:13:00+00:00,card,8.5
2025-03-24 14:14:00+00:00,card,5
2025-03-24 14:14:00+00:00,cash,500
2025-03-24 14:15:00+00:00,cash,5
2025-03-24 14:15:00+00:00,cash,5
2025-03-24 14:15:00+00:00,cash,5
