timestamp,type,total
2025-03-24 15:03:00+00:00,cash,8.1
2025-03-24 15:08:00+00:00,card,8.6
2025-03-24 15:13:00+00:00,cash,8.1
2025-03-24 15:16:00+00:00,card,8.6
2025-03-24 15:18:00+00:00,card,7.0
2025-03-24 15:30:00+00:00,card,8.2
2025-03-24 15:39:00+00:00,cash,8.6
2025-03-24 15:52:00+00:00,card,7.0
2025-03-24 16:04:00+00:00,card,7.0
2025-03-24 16:10:00+00:00,cash,8.5
2025-03-24 16:14:00+00:00,card,8.2
2025-03-24 16:16:00+00:00,card,7.0
2025-03-24 16:27:00+00:00,card,8.6
2025-03-24 16:30:00+00:00,cash,7.0
2025-03-24 16:39:00+00:00,cash,8.4
2025-03-24 16:48:00+00:00,cash,7.0
2025-03-24 16:52:00+00:00,card,8.2
2025-03-24 17:05:00+00:00,card,8.5
2025-03-24 17:09:00+00:00,card,8.7
2025-03-24 17:18:00+00:00,card,-9.0
2025-03-24 17:22:00+00:00,cash,9.0
2025-03-24 17:33:00+00:00,cash,7.0
2025-03-24 17:39:00+00:00,cash,8.7
2025-03-24 17:47:00+00:00,card,8.3
2025-03-24 17:58:00+00:00,card,7.0
