timestamp,type,total
2025-03-25 09:03:00+00:00,cash,4.99
2025-03-25 09:07:00+00:00,cash,4.99
2025-03-25 09:14:00+00:00,cash,6.99
2025-03-25 09:18:00+00:00,cash,4.99
2025-03-25 09:21:00+00:00,cash,NULL
2025-03-25 09:24:00+00:00,cash,0
2025-03-25 09:30:00+00:00,cash,4.99
2025-03-25 09:35:00+00:00,cash,4.99
2025-03-25 09:45:00+00:00,cash,0
2025-03-25 09:50:00+00:00,cash,699.0
2025-03-25 09:53:00+00:00,cash,5.99
2025-03-25 09:56:00+00:00,cash,-5.99
2025-03-25 10:01:00+00:00,cash,4.99
2025-03-25 10:15:00+00:00,cash,-4.99
2025-03-25 10:23:00+00:00,cash,599.0
2025-03-25 10:29:00+00:00,cash,6.99
2025-03-25 10:38:00+00:00,cash,5.99
2025-03-25 10:55:00+00:00,cash,5.99
2025-03-25 11:03:00+00:00,cash,6.99
2025-03-25 11:06:00+00:00,cash,5.99
2025-03-25 11:09:00+00:00,cash,5.99
2025-03-25 11:16:00+00:00,cash,5.99
2025-03-25 11:22:00+00:00,cash,4.99
2025-03-25 11:25:00+00:00,cash,4.99
2025-03-25 11:27:00+00:00,cash,4.99
2025-03-25 11:30:00+00:00,cash,-5.99
2025-03-25 11:33:00+00:00,cash,5.99
2025-03-25 11:42:00+00:00,cash,5.99
2025-03-25 11:44:00+00:00,cash,
2025-03-25 11:46:00+00:00,cash,599.0
2025-03-25 11:48:00+00:00,cash,4.99
2025-03-25 11:51:00+00:00,cash,5.99
2025-03-25 11:53:00+00:00,cash,ERR
2025-03-25 11:55:00+00:00,cash,5.99
2025-03-25 11:58:00+00:00,cash,4.99
