timestamp,type,total
2025-03-25 09:03:00+00:00,card,9.7
2025-03-25 09:23:00+00:00,card,7.0
2025-03-25 09:47:00+00:00,card,7.0
2025-03-25 10:02:00+00:00,card,7.0
2025-03-25 10:21:00+00:00,card,8.0
2025-03-25 10:25:00+00:00,card,7.0
2025-03-25 10:34:00+00:00,card,11.0
2025-03-25 10:49:00+00:00,cash,7.0
2025-03-25 11:00:00+00:00,card,8.8
2025-03-25 11:07:00+00:00,card,7.0
2025-03-25 11:10:00+00:00,card,8.1
2025-03-25 11:22:00+00:00,card,7.0
2025-03-25 11:23:00+00:00,card,-7.0
2025-03-25 11:28:00+00:00,card,10.7
2025-03-25 11:38:00+00:00,card,8.6
2025-03-25 11:42:00+00:00,card,7.0
2025-03-25 11:50:00+00:00,card,7.0
2025-03-25 11:53:00+00:00,cash,7.0
