timestamp,type,total
2025-03-24 09:03:00+00:00,cash,7
2025-03-24 09:07:00+00:00,cash,VOID
2025-03-24 09:19:00+00:00,card,7
2025-03-24 09:36:00+00:00,card,7
2025-03-24 09:45:00+00:00,card,7
2025-03-24 09:50:00+00:00,card,7
2025-03-24 10:10:00+00:00,cash,9.4
2025-03-24 10:12:00+00:00,card,7
2025-03-24 10:17:00+00:00,card,7
2025-03-24 10:31:00+00:00,card,8.7
2025-03-24 10:35:00+00:00,card,8.6
2025-03-24 10:49:00+00:00,card,7
2025-03-24 10:57:00+00:00,card,7
2025-03-24 11:09:00+00:00,cash,10.0
2025-03-24 11:11:00+00:00,card,7
2025-03-24 11:14:00+00:00,card,7
2025-03-24 11:22:00+00:00,card,8.5
2025-03-24 11:28:00+00:00,cash,7
2025-03-24 11:34:00+00:00,card,7
2025-03-24 11:35:00+00:00,card,8.3
2025-03-24 11:39:00+00:00,cash,
2025-03-24 11:47:00+00:00,cash,7
2025-03-24 11:52:00+00:00,card,10.2
2025-03-24 11:57:00+00:00,card,10.2
