timestamp,type,total
2025-03-24 09:03:00+00:00,cash,599.0
2025-03-24 09:06:00+00:00,cash,5.99
2025-03-24 09:09:00+00:00,cash,5.99
2025-03-24 09:12:00+00:00,cash,4.99
2025-03-24 09:15:00+00:00,cash,4.99
2025-03-24 09:20:00+00:00,cash,4.99
2025-03-24 09:23:00+00:00,cash,-5.99
2025-03-24 09:27:00+00:00,cash,4.99
2025-03-24 09:32:00+00:00,cash,5.99
2025-03-24 09:40:00+00:00,cash,4.99
2025-03-24 09:48:00+00:00,cash,6.99
2025-03-24 09:52:00+00:00,cash,6.99
2025-03-24 09:56:00+00:00,cash,-5.99
2025-03-24 10:16:00+00:00,cash,4.99
2025-03-24 10:23:00+00:00,cash,5.99
2025-03-24 10:37:00+00:00,cash,5.99
2025-03-24 10:43:00+00:00,cash,5.99
2025-03-24 10:59:00+00:00,cash,499.0
2025-03-24 11:07:00+00:00,cash,0
2025-03-24 11:13:00+00:00,cash,5.99
2025-03-24 11:16:00+00:00,cash,4.99
2025-03-24 11:19:00+00:00,cash,6.99
2025-03-24 11:22:00+00:00,cash,VOID
2025-03-24 11:24:00+00:00,cash,599.0
2025-03-24 11:26:00+00:00,cash,
2025-03-24 11:32:00+00:00,cash,6.99
2025-03-24 11:37:00+00:00,cash,4.99
2025-03-24 11:43:00+00:00,cash,5.99
2025-03-24 11:45:00+00:00,cash,5.99
2025-03-24 11:50:00+00:00,cash,5.99
2025-03-24 11:52:00+00:00,cash,4.99
2025-03-24 11:55:00+00:00,cash,6.99
2025-03-24 11:58:00+00:00,cash,6.99
