timestamp,type,total,truck_id
2025-03-24 09:14:00,cash,5.0,5
2025-03-24 09:20:00,cash,5.0,5
2025-03-24 09:49:00,card,5.0,5
2025-03-24 10:03:00,cash,5.0,5
2025-03-24 10:15:00,cash,5.0,5
2025-03-24 10:48:00,card,5.0,5
2025-03-24 11:02:00,cash,5.0,5
2025-03-24 11:08:00,cash,5.0,5
2025-03-24 11:13:00,card,5.0,5
2025-03-24 11:21:00,cash,5.0,5
2025-03-24 11:25:00,card,5.0,5
2025-03-24 11:31:00,card,5.0,5
2025-03-24 11:38:00,cash,5.0,5
2025-03-24 11:46:00,cash,5.0,5
2025-03-24 11:53:00,card,5.0,5
2025-03-24 11:57:00,cash,5.0,5
2025-03-24 09:03:00,cash,7.0,1
2025-03-24 09:19:00,card,7.0,1
2025-03-24 09:36:00,card,7.0,1
2025-03-24 09:45:00,card,7.0,1
2025-03-24 09:50:00,card,7.0,1
2025-03-24 10:10:00,cash,9.4,1
2025-03-24 10:12:00,card,7.0,1
2025-03-24 10:17:00,card,7.0,1
2025-03-24 10:31:00,card,8.7,1
2025-03-24 10:35:00,card,8.6,1
2025-03-24 10:49:00,card,7.0,1
2025-03-24 10:57:00,card,7.0,1
2025-03-24 11:09:00,cash,10.0,1
2025-03-24 11:11:00,card,7.0,1
2025-03-24 11:14:00,card,7.0,1
2025-03-24 11:22:00,card,8.5,1
2025-03-24 11:28:00,cash,7.0,1
2025-03-24 11:34:00,card,7.0,1
2025-03-24 11:35:00,card,8.3,1
2025-03-24 11:47:00,cash,7.0,1
2025-03-24 11:52:00,card,10.2,1
2025-03-24 11:57:00,card,10.2,1
2025-03-24 09:07:00,card,4.99,3
2025-03-24 09:20:00,card,4.99,3
2025-03-24 09:24:00,cash,2.99,3
2025-03-24 09:30:00,card,2.99,3
2025-03-24 09:34:00,cash,1.99,3
2025-03-24 09:53:00,cash,4.99,3
2025-03-24 09:57:00,card,7.99,3
2025-03-24 10:05:00,cash,4.99,3
2025-03-24 10:08:00,cash,2.99,3
2025-03-24 10:12:00,cash,2.99,3
2025-03-24 10:18:00,cash,2.99,3
2025-03-24 10:31:00,cash,4.99,3
2025-03-24 10:40:00,cash,7.99,3
2025-03-24 10:45:00,cash,4.99,3
2025-03-24 10:53:00,card,7.99,3
2025-03-24 11:01:00,cash,4.99,3
2025-03-24 11:02:00,card,7.99,3
2025-03-24 11:03:00,cash,12.99,3
2025-03-24 11:04:00,cash,7.99,3
2025-03-24 11:04:00,card,7.99,3
2025-03-24 11:04:00,cash,1.99,3
2025-03-24 11:04:00,cash,7.99,3
2025-03-24 11:05:00,cash,4.99,3
2025-03-24 11:05:00,cash,7.99,3
2025-03-24 11:06:00,cash,12.99,3
2025-03-24 11:07:00,cash,4.99,3
2025-03-24 11:07:00,card,2.99,3
2025-03-24 11:07:00,card,7.99,3
2025-03-24 11:08:00,card,7.99,3
2025-03-24 11:09:00,cash,4.99,3
2025-03-24 11:11:00,cash,2.99,3
2025-03-24 11:12:00,cash,2.99,3
2025-03-24 11:12:00,card,4.99,3
2025-03-24 11:13:00,card,2.99,3
2025-03-24 11:13:00,card,7.99,3
2025-03-24 11:13:00,card,1.99,3
2025-03-24 11:14:00,cash,4.99,3
2025-03-24 11:16:00,card,2.99,3
2025-03-24 11:17:00,cash,2.99,3
2025-03-24 11:17:00,card,4.99,3
2025-03-24 11:17:00,cash,7.99,3
2025-03-24 11:18:00,card,2.99,3
2025-03-24 11:18:00,card,7.99,3
2025-03-24 11:18:00,card,7.99,3
2025-03-24 11:19:00,card,7.99,3
2025-03-24 11:20:00,card,7.99,3
2025-03-24 11:21:00,card,7.99,3
2025-03-24 11:22:00,cash,4.99,3
2025-03-24 11:23:00,cash,7.99,3
2025-03-24 11:23:00,card,2.99,3
2025-03-24 11:23:00,cash,4.99,3
2025-03-24 11:23:00,card,1.99,3
2025-03-24 11:24:00,card,7.99,3
2025-03-24 11:25:00,card,1.99,3
2025-03-24 11:26:00,cash,4.99,3
2025-03-24 11:27:00,card,7.99,3
2025-03-24 11:27:00,cash,12.99,3
2025-03-24 11:29:00,cash,2.99,3
2025-03-24 11:29:00,cash,4.99,3
2025-03-24 11:29:00,cash,4.99,3
2025-03-24 11:30:00,card,2.99,3
2025-03-24 11:31:00,card,4.99,3
2025-03-24 11:31:00,cash,12.99,3
2025-03-24 11:32:00,card,4.99,3
2025-03-24 11:32:00,card,4.99,3
2025-03-24 11:32:00,card,12.99,3
2025-03-24 11:32:00,card,4.99,3
2025-03-24 11:33:00,cash,12.99,3
2025-03-24 11:34:00,cash,2.99,3
2025-03-24 11:35:00,card,7.99,3
2025-03-24 11:35:00,cash,1.99,3
2025-03-24 11:36:00,cash,4.99,3
2025-03-24 11:36:00,cash,4.99,3
2025-03-24 11:36:00,card,4.99,3
2025-03-24 11:36:00,card,4.99,3
2025-03-24 11:36:00,card,4.99,3
2025-03-24 11:36:00,cash,4.99,3
2025-03-24 11:36:00,card,1.99,3
2025-03-24 11:37:00,cash,1.99,3
2025-03-24 11:37:00,card,2.99,3
2025-03-24 11:37:00,card,4.99,3
2025-03-24 11:37:00,card,2.99,3
2025-03-24 11:37:00,card,2.99,3
2025-03-24 11:38:00,card,7.99,3
2025-03-24 11:38:00,card,4.99,3
2025-03-24 11:38:00,cash,4.99,3
2025-03-24 11:38:00,cash,7.99,3
2025-03-24 11:38:00,cash,7.99,3
2025-03-24 11:39:00,cash,4.99,3
2025-03-24 11:40:00,cash,4.99,3
2025-03-24 11:40:00,cash,1.99,3
2025-03-24 11:41:00,card,1.99,3
2025-03-24 11:42:00,card,7.99,3
2025-03-24 11:42:00,card,4.99,3
2025-03-24 11:42:00,cash,7.99,3
2025-03-24 11:42:00,cash,4.99,3
2025-03-24 11:42:00,card,7.99,3
2025-03-24 11:42:00,card,7.99,3
2025-03-24 11:42:00,cash,7.99,3
2025-03-24 11:43:00,cash,7.99,3
2025-03-24 11:44:00,cash,7.99,3
2025-03-24 11:44:00,cash,7.99,3
2025-03-24 11:45:00,cash,1.99,3
2025-03-24 11:46:00,card,2.99,3
2025-03-24 11:47:00,card,4.99,3
2025-03-24 11:49:00,cash,1.99,3
2025-03-24 11:50:00,card,4.99,3
2025-03-24 11:50:00,card,12.99,3
2025-03-24 11:51:00,card,4.99,3
2025-03-24 11:52:00,cash,7.99,3
2025-03-24 11:53:00,card,2.99,3
2025-03-24 11:54:00,card,12.99,3
2025-03-24 11:54:00,cash,4.99,3
2025-03-24 11:55:00,cash,7.99,3
2025-03-24 11:56:00,card,2.99,3
2025-03-24 11:57:00,card,4.99,3
2025-03-24 11:58:00,cash,4.99,3
2025-03-24 11:58:00,card,7.99,3
2025-03-24 11:59:00,card,7.99,3
2025-03-24 09:03:00,cash,5.99,6
2025-03-24 09:06:00,cash,5.99,6
2025-03-24 09:09:00,cash,5.99,6
2025-03-24 09:12:00,cash,4.99,6
2025-03-24 09:15:00,cash,4.99,6
2025-03-24 09:20:00,cash,4.99,6
2025-03-24 09:27:00,cash,4.99,6
2025-03-24 09:32:00,cash,5.99,6
